Datetime,MW,Region,DATE,TEMP,WDSP,hour,day_of_week,month,demand_norm
2020-01-01 18:00:00,12048.355284295068,PJM_Load,2020-01-01 18:00:00,9.86258413918556,10.924965874712624,18,2,1,0.2850997838462822
2020-01-01 19:00:00,12756.245888983594,PJM_Load,2020-01-01 19:00:00,6.86233784763188,14.205697019802347,19,2,1,0.33860690426640916
2020-01-01 20:00:00,13055.784417840388,PJM_Load,2020-01-01 20:00:00,6.124527331687258,8.784291706748581,20,2,1,0.3612480355766069
2020-01-01 21:00:00,12693.45883142694,PJM_Load,2020-01-01 21:00:00,14.15815582404598,9.934980843147011,21,2,1,0.3338610372817957
2020-01-01 22:00:00,13350.31662455776,PJM_Load,2020-01-01 22:00:00,11.424371973226505,12.035153160104,22,2,1,0.38351075547718594
2020-01-01 23:00:00,14699.238987500852,PJM_Load,2020-01-01 23:00:00,5.007855360357949,5.7582449777288245,23,2,1,0.48547135621599136
2020-01-02 00:00:00,15641.324661308405,PJM_Load,2020-01-02 00:00:00,4.997175143303451,10.32335477489598,0,3,1,0.5566805109365529
2020-01-02 01:00:00,15394.037865821268,PJM_Load,2020-01-02 01:00:00,11.04928138450274,8.507246128451929,1,3,1,0.5379889161381455
2020-01-02 02:00:00,16158.61143003767,PJM_Load,2020-01-02 02:00:00,10.909658723894731,12.98495243826024,2,3,1,0.5957805148676885
2020-01-02 03:00:00,16993.548432338626,PJM_Load,2020-01-02 03:00:00,5.733064818082698,12.88373369840042,3,3,1,0.6588906542443711
2020-01-02 04:00:00,16874.178431718305,PJM_Load,2020-01-02 04:00:00,7.87086281605541,10.088561500056514,4,3,1,0.6498678688656154
2020-01-02 05:00:00,16519.784742470376,PJM_Load,2020-01-02 05:00:00,9.815651450442036,7.552508973634912,5,3,1,0.6230804165656014
2020-01-02 06:00:00,16928.558426336633,PJM_Load,2020-01-02 06:00:00,8.964465590840893,14.064607428422203,6,3,1,0.6539782736389195
2020-01-02 07:00:00,16443.42715746314,PJM_Load,2020-01-02 07:00:00,2.476952209143999,9.975686796048446,7,3,1,0.6173087980854126
2020-01-02 08:00:00,17329.850209122967,PJM_Load,2020-01-02 08:00:00,7.506471743675375,12.784562792628137,8,3,1,0.6843105984401556
2020-01-02 09:00:00,17246.834709933122,PJM_Load,2020-01-02 09:00:00,12.682101362181204,11.24501697818047,9,3,1,0.6780357301448736
2020-01-02 10:00:00,16242.203737340846,PJM_Load,2020-01-02 10:00:00,11.5670378691907,6.7483971194589785,10,3,1,0.6020989821893945
2020-01-02 11:00:00,15726.99965838997,PJM_Load,2020-01-02 11:00:00,8.631082056702525,8.33383609727335,11,3,1,0.5631564019223563
2020-01-02 12:00:00,15399.554814876414,PJM_Load,2020-01-02 12:00:00,11.19165178266413,8.797702948765075,12,3,1,0.538405924155331
2020-01-02 13:00:00,13532.155049906336,PJM_Load,2020-01-02 13:00:00,7.426864560031445,12.003579749580146,13,3,1,0.3972553234340013
2020-01-02 14:00:00,14199.619874571896,PJM_Load,2020-01-02 14:00:00,16.056993674297107,14.115882281396106,14,3,1,0.44770679222456855
2020-01-02 15:00:00,13953.538654240829,PJM_Load,2020-01-02 15:00:00,11.721216117913285,5.178417117600473,15,3,1,0.429106322883434
2020-01-02 16:00:00,13527.520614060511,PJM_Load,2020-01-02 16:00:00,14.085262433859317,13.217107477826996,16,3,1,0.39690502168505937
2020-01-02 17:00:00,12488.342129083385,PJM_Load,2020-01-02 17:00:00,10.495993091700804,9.706135493608825,17,3,1,0.3183569409994258
2020-01-02 18:00:00,13755.125223700728,PJM_Load,2020-01-02 18:00:00,15.157872655659114,12.078444604637053,18,3,1,0.4141089048493989
2020-01-02 19:00:00,13243.722208740115,PJM_Load,2020-01-02 19:00:00,15.16047182997656,9.677182552860582,19,3,1,0.3754536344962154
2020-01-02 20:00:00,12736.1742042946,PJM_Load,2020-01-02 20:00:00,11.465342655446284,6.77448964994131,20,3,1,0.337089751697106
2020-01-02 21:00:00,13931.957736091166,PJM_Load,2020-01-02 21:00:00,8.06884442794281,7.027801734709306,21,3,1,0.4274750923252617
2020-01-02 22:00:00,14128.18790913572,PJM_Load,2020-01-02 22:00:00,10.050484055214485,8.093892442553553,22,3,1,0.4423074851125304
2020-01-02 23:00:00,14547.448448323625,PJM_Load,2020-01-02 23:00:00,3.962598441303868,8.498575878224193,23,3,1,0.4739980090567002
2020-01-03 00:00:00,15050.420364393522,PJM_Load,2020-01-03 00:00:00,13.785285086074868,14.65326797307544,0,4,1,0.5120160004000598
2020-01-03 01:00:00,15414.38171222946,PJM_Load,2020-01-03 01:00:00,10.05713620925787,14.610779013879169,1,4,1,0.5395266405158419
2020-01-03 02:00:00,16795.4317666052,PJM_Load,2020-01-03 02:00:00,13.51066465373134,7.771514156995379,2,4,1,0.6439156676851179
2020-01-03 03:00:00,17075.883847257253,PJM_Load,2020-01-03 03:00:00,9.28049670404528,10.272585097073842,3,4,1,0.6651141172084412
2020-01-03 04:00:00,17067.568401679204,PJM_Load,2020-01-03 04:00:00,9.50421182329512,12.589593594011925,4,4,1,0.6644855800517888
2020-01-03 05:00:00,16612.597396096076,PJM_Load,2020-01-03 05:00:00,14.795691694115998,5.563344438817755,5,4,1,0.6300958195122854
2020-01-03 06:00:00,17373.487694189334,PJM_Load,2020-01-03 06:00:00,7.785868670743804,11.864799460410296,6,4,1,0.6876090122809566
2020-01-03 07:00:00,17726.7271322341,PJM_Load,2020-01-03 07:00:00,9.5895451119187,8.053480017441874,7,4,1,0.7143092185323388
2020-01-03 08:00:00,17253.600175023726,PJM_Load,2020-01-03 08:00:00,10.976697394064171,7.186872665299095,8,4,1,0.6785471093790427
2020-01-03 09:00:00,16072.968091669449,PJM_Load,2020-01-03 09:00:00,9.501457149264828,6.485214906539847,9,4,1,0.5893070168598056
2020-01-03 10:00:00,16468.040087570913,PJM_Load,2020-01-03 10:00:00,8.277374102998957,11.739040323756452,10,4,1,0.6191692084460618
2020-01-03 11:00:00,15512.21708711872,PJM_Load,2020-01-03 11:00:00,6.834444668799045,8.639999357947934,11,4,1,0.546921694427952
2020-01-03 12:00:00,15466.106641206828,PJM_Load,2020-01-03 12:00:00,10.995247149099123,10.526110066937074,12,4,1,0.5434363576178682
2020-01-03 13:00:00,14794.318667072052,PJM_Load,2020-01-03 13:00:00,8.745720081531601,9.769040504838072,13,4,1,0.49265811619080657
2020-01-03 14:00:00,14138.147168179588,PJM_Load,2020-01-03 14:00:00,2.659105148114362,5.252205593665044,14,4,1,0.44306027271760096
2020-01-03 15:00:00,13219.857107274134,PJM_Load,2020-01-03 15:00:00,14.435850112013611,7.791373152679343,15,4,1,0.3736497500407342
2020-01-03 16:00:00,14262.60356784483,PJM_Load,2020-01-03 16:00:00,13.540760883812844,10.320092226795175,16,4,1,0.45246752225564757
2020-01-03 17:00:00,12747.996162100271,PJM_Load,2020-01-03 17:00:00,15.9927908870239,5.394964231074827,17,4,1,0.3379833345695443
2020-01-03 18:00:00,12549.352620914053,PJM_Load,2020-01-03 18:00:00,10.770741757651043,9.643820177794655,18,4,1,0.3229685232292975
2020-01-03 19:00:00,13057.991698124117,PJM_Load,2020-01-03 19:00:00,10.219767944131195,12.881280564795713,19,4,1,0.36141487662684857
2020-01-03 20:00:00,13113.18262545031,PJM_Load,2020-01-03 20:00:00,15.884054460601051,7.099634276794871,20,4,1,0.3655865771339354
2020-01-03 21:00:00,13417.818099744289,PJM_Load,2020-01-03 21:00:00,10.11931459241701,14.628054211941912,21,4,1,0.3886129697704961
2020-01-03 22:00:00,14103.353676299956,PJM_Load,2020-01-03 22:00:00,8.19313056065042,6.7450934096952855,22,4,1,0.44043034720720464
2020-01-03 23:00:00,14173.537920147204,PJM_Load,2020-01-03 23:00:00,11.708878433632442,7.755552185746657,23,4,1,0.44573534315185737
2020-01-04 00:00:00,15333.20398434598,PJM_Load,2020-01-04 00:00:00,10.965281777147004,13.572020263559924,0,5,1,0.5333906833036326
2020-01-04 01:00:00,15517.612910495924,PJM_Load,2020-01-04 01:00:00,6.933322532383267,10.42641610748285,1,5,1,0.5473295469538897
2020-01-04 02:00:00,16107.47747785141,PJM_Load,2020-01-04 02:00:00,11.413314430218104,6.303327332261116,2,5,1,0.5919154677557958
2020-01-04 03:00:00,16987.399958428854,PJM_Load,2020-01-04 03:00:00,15.72815790985442,9.030228324799229,3,5,1,0.6584259113424153
2020-01-04 04:00:00,17566.580406353067,PJM_Load,2020-01-04 04:00:00,11.60477303822018,11.71498005964002,4,5,1,0.7022042547288201
2020-01-04 05:00:00,17173.337396793,PJM_Load,2020-01-04 05:00:00,14.74390745142228,10.434909804342368,5,5,1,0.6724803101990549
2020-01-04 06:00:00,17413.624561714718,PJM_Load,2020-01-04 06:00:00,8.699769056827197,14.300947629351498,6,5,1,0.690642825965929
2020-01-04 07:00:00,16443.30505996624,PJM_Load,2020-01-04 07:00:00,4.902347381541859,7.0698533814995805,7,5,1,0.6172995691375689
2020-01-04 08:00:00,17379.612006954536,PJM_Load,2020-01-04 08:00:00,12.24212107329985,8.770851445072502,8,5,1,0.6880719289215331
2020-01-04 09:00:00,16071.18960227982,PJM_Load,2020-01-04 09:00:00,16.57575707734367,8.692509956846658,9,5,1,0.5891725867016617
2020-01-04 10:00:00,16410.04009764875,PJM_Load,2020-01-04 10:00:00,9.669114653926616,11.138730939915757,10,5,1,0.6147851801448292
2020-01-04 11:00:00,14685.127731669014,PJM_Load,2020-01-04 11:00:00,6.324744261387751,13.993432182068409,11,5,1,0.4844047328421641
2020-01-04 12:00:00,15105.629896174189,PJM_Load,2020-01-04 12:00:00,11.142397650578989,11.107393694725332,12,5,1,0.516189107156614
2020-01-04 13:00:00,14860.30910641867,PJM_Load,2020-01-04 13:00:00,11.561410136455372,11.082856858948926,13,5,1,0.4976461162593344
2020-01-04 14:00:00,15280.694705898675,PJM_Load,2020-01-04 14:00:00,12.44945933141278,6.64360038500302,14,5,1,0.529421679807266
2020-01-04 15:00:00,12861.939081054374,PJM_Load,2020-01-04 15:00:00,14.423200698975556,10.163666737532916,15,5,1,0.3465959047111985
2020-01-04 16:00:00,13153.90101298518,PJM_Load,2020-01-04 16:00:00,12.278685266716012,11.710559240283548,16,5,1,0.36866434600205067
2020-01-04 17:00:00,13269.329052087696,PJM_Load,2020-01-04 17:00:00,10.734170254045438,12.092782133163745,17,5,1,0.37738917148668194
2020-01-04 18:00:00,13779.999616067524,PJM_Load,2020-01-04 18:00:00,8.906019120430969,10.820964801640898,18,5,1,0.41598907828146925
2020-01-04 19:00:00,12975.648974691856,PJM_Load,2020-01-04 19:00:00,10.831354431474065,13.663743738476132,19,5,1,0.35519086123629284
2020-01-04 20:00:00,13141.51525455912,PJM_Load,2020-01-04 20:00:00,13.279425827956086,7.804790145379364,20,5,1,0.36772814729675873
2020-01-04 21:00:00,14941.701179515292,PJM_Load,2020-01-04 21:00:00,11.037260012333425,10.120658529164112,21,5,1,0.5037982751205767
2020-01-04 22:00:00,14159.989294978455,PJM_Load,2020-01-04 22:00:00,11.60358243598214,13.283529592725996,22,5,1,0.4447112471776631
2020-01-04 23:00:00,14968.179503703026,PJM_Load,2020-01-04 23:00:00,5.844921930112661,8.218946407662013,23,5,1,0.5057996844788202
2020-01-05 00:00:00,15461.89066383364,PJM_Load,2020-01-05 00:00:00,11.717387986692788,13.092940509767764,0,6,1,0.5431176857673004
2020-01-05 01:00:00,15543.944467842142,PJM_Load,2020-01-05 01:00:00,5.431292160163895,13.843449356148811,1,6,1,0.549319862689742
2020-01-05 02:00:00,16863.61804912897,PJM_Load,2020-01-05 02:00:00,10.79656521984345,6.6989080738829525,2,6,1,0.6490696443106523
2020-01-05 03:00:00,17488.02913206695,PJM_Load,2020-01-05 03:00:00,9.52460581988833,14.864267294202604,3,6,1,0.6962668224977042
2020-01-05 04:00:00,16592.919447572556,PJM_Load,2020-01-05 04:00:00,10.83551730974485,9.513346594764595,4,6,1,0.628608428163544
2020-01-05 05:00:00,16792.54226982555,PJM_Load,2020-01-05 05:00:00,13.598798163068023,6.316807589477165,5,6,1,0.643697260135818
2020-01-05 06:00:00,16952.69413874011,PJM_Load,2020-01-05 06:00:00,10.446556446173634,14.406785077303969,6,6,1,0.65580261268431
2020-01-05 07:00:00,17148.28474333751,PJM_Load,2020-01-05 07:00:00,13.222890340636456,5.523277761028847,7,6,1,0.6705866625981287
2020-01-05 08:00:00,17641.326725428888,PJM_Load,2020-01-05 08:00:00,14.456328884875074,8.321643923972522,8,6,1,0.7078540829215687
2020-01-05 09:00:00,16700.261903219314,PJM_Load,2020-01-05 09:00:00,16.04080224200772,10.087109459009966,9,6,1,0.636722091012637
2020-01-05 10:00:00,16309.582562692069,PJM_Load,2020-01-05 10:00:00,10.112390857354896,5.7854501087028085,10,6,1,0.6071919257854195
2020-01-05 11:00:00,16230.071832122469,PJM_Load,2020-01-05 11:00:00,11.340140451135532,10.199681938786805,11,6,1,0.601181971412382
2020-01-05 12:00:00,15497.665997092598,PJM_Load,2020-01-05 12:00:00,9.55014896646177,6.929604803201183,12,6,1,0.5458218254353209
2020-01-05 13:00:00,14608.25691968418,PJM_Load,2020-01-05 13:00:00,9.817446128498432,6.67835933399984,13,6,1,0.4785943212242909
2020-01-05 14:00:00,14254.028285396123,PJM_Load,2020-01-05 14:00:00,15.620384476040485,10.907777512563465,14,6,1,0.4518193448853298
2020-01-05 15:00:00,13017.774265191012,PJM_Load,2020-01-05 15:00:00,11.420812267375188,10.010374987926074,15,6,1,0.35837497326792933
2020-01-05 16:00:00,12669.87934343894,PJM_Load,2020-01-05 16:00:00,15.967067348016124,6.70914915624953,16,6,1,0.3320787414088706
2020-01-05 17:00:00,13462.81039089014,PJM_Load,2020-01-05 17:00:00,11.412200467720035,8.264213255139016,17,6,1,0.3920137889427999
2020-01-05 18:00:00,13758.66867124837,PJM_Load,2020-01-05 18:00:00,8.607973228035473,11.487329731338878,18,6,1,0.4143767423844338
2020-01-05 19:00:00,13589.635757790293,PJM_Load,2020-01-05 19:00:00,13.137600160775117,9.38930413048309,19,6,1,0.4016001009154515
2020-01-05 20:00:00,12875.248309156372,PJM_Load,2020-01-05 20:00:00,12.09539281503025,13.095389583474905,20,6,1,0.3476019054492163
2020-01-05 21:00:00,12964.628726748368,PJM_Load,2020-01-05 21:00:00,13.157648018390654,7.050343646084701,21,6,1,0.35435787697309395
2020-01-05 22:00:00,14265.491145874628,PJM_Load,2020-01-05 22:00:00,10.66235416046488,10.839608414400898,22,6,1,0.4526857847729624
2020-01-05 23:00:00,13939.78216580963,PJM_Load,2020-01-05 23:00:00,14.025920027581533,7.580877382964979,23,6,1,0.42806651520952066
2020-01-06 00:00:00,14950.997854346984,PJM_Load,2020-01-06 00:00:00,5.190039147606312,8.178437525761705,0,0,1,0.5045009801662879
2020-01-06 01:00:00,16096.706509001977,PJM_Load,2020-01-06 01:00:00,12.742901170599565,9.38554139361307,1,0,1,0.5911013256786855
2020-01-06 02:00:00,16226.022632310644,PJM_Load,2020-01-06 02:00:00,10.390294600432306,10.050850676505297,2,0,1,0.600875905728643
2020-01-06 03:00:00,16708.09459038143,PJM_Load,2020-01-06 03:00:00,12.361454475442162,8.269914610316858,3,0,1,0.6373141380498781
2020-01-06 04:00:00,17712.095836350974,PJM_Load,2020-01-06 04:00:00,6.3968262627461705,9.598701847113908,4,0,1,0.7132032870430158
2020-01-06 05:00:00,17494.56211988172,PJM_Load,2020-01-06 05:00:00,10.687633174334048,8.91314772652579,5,0,1,0.6967606295399125
2020-01-06 06:00:00,17868.468714898245,PJM_Load,2020-01-06 06:00:00,14.287248417500464,8.268785726840248,6,0,1,0.7250229981501468
2020-01-06 07:00:00,17965.175255083344,PJM_Load,2020-01-06 07:00:00,5.718378556983492,10.154777837994615,7,0,1,0.732332727163113
2020-01-06 08:00:00,17604.44318839333,PJM_Load,2020-01-06 08:00:00,13.060517203961902,5.323693289807359,8,0,1,0.7050661777783014
2020-01-06 09:00:00,15357.449417150432,PJM_Load,2020-01-06 09:00:00,12.666525774372058,7.275202673158435,9,0,1,0.5352233157529314
2020-01-06 10:00:00,16414.803114544422,PJM_Load,2020-01-06 10:00:00,9.626817400375236,11.059295421994394,10,0,1,0.6151452009120377
2020-01-06 11:00:00,16866.963726136524,PJM_Load,2020-01-06 11:00:00,9.612611600135098,14.896808021325906,11,0,1,0.6493225330216259
2020-01-06 12:00:00,15396.294754259225,PJM_Load,2020-01-06 12:00:00,11.037027465940142,11.508575811297518,12,0,1,0.5381595069054543
2020-01-06 13:00:00,15574.18723399268,PJM_Load,2020-01-06 13:00:00,11.372430393527956,13.81077749239857,13,0,1,0.5516058138233448
2020-01-06 14:00:00,13729.385004402193,PJM_Load,2020-01-06 14:00:00,15.342298527753783,6.021931694660422,14,0,1,0.41216328640987565
2020-01-06 15:00:00,13357.37338905874,PJM_Load,2020-01-06 15:00:00,10.32253803171627,8.313774032830516,15,0,1,0.3840441530748224
2020-01-06 16:00:00,13966.75747177018,PJM_Load,2020-01-06 16:00:00,9.58950638320229,12.67441818953498,16,0,1,0.4301054897838985
2020-01-06 17:00:00,13657.315788486676,PJM_Load,2020-01-06 17:00:00,11.008178310386112,13.221341371347131,17,0,1,0.4067158116319438
2020-01-06 18:00:00,13276.816056529316,PJM_Load,2020-01-06 18:00:00,12.27792641594368,7.7460362856604625,18,0,1,0.37795508950507406
2020-01-06 19:00:00,13629.147488648783,PJM_Load,2020-01-06 19:00:00,12.534306965794014,14.426172263436737,19,0,1,0.40458666257773435
2020-01-06 20:00:00,14107.609247452225,PJM_Load,2020-01-06 20:00:00,12.42186667904745,10.877226960161668,20,0,1,0.44075201182119006
2020-01-06 21:00:00,14152.646777667387,PJM_Load,2020-01-06 21:00:00,12.154983500309356,8.603811911702033,21,0,1,0.4441562504658152
2020-01-06 22:00:00,13891.836152907514,PJM_Load,2020-01-06 22:00:00,12.74987580010928,11.658819063925623,22,0,1,0.42444243393336456
2020-01-06 23:00:00,15146.709709768174,PJM_Load,2020-01-06 23:00:00,11.285014710421049,8.780699968131644,23,0,1,0.519294195030717
2020-01-07 00:00:00,16479.496064266572,PJM_Load,2020-01-07 00:00:00,4.986860367986873,13.072851535627644,0,1,1,0.6200351280112106
2020-01-07 01:00:00,16314.206351777046,PJM_Load,2020-01-07 01:00:00,11.166903613385124,5.709054588226303,1,1,1,0.6075414227807581
2020-01-07 02:00:00,15942.58850692622,PJM_Load,2020-01-07 02:00:00,5.457037448814551,8.383191914997301,2,1,1,0.5794520532609433
2020-01-07 03:00:00,16753.720983246956,PJM_Load,2020-01-07 03:00:00,4.802759082279152,10.869426303856311,3,1,1,0.6407628868836979
2020-01-07 04:00:00,16781.33351348056,PJM_Load,2020-01-07 04:00:00,13.558045112168548,12.765978535948648,4,1,1,0.6428500271431226
2020-01-07 05:00:00,17194.13731411263,PJM_Load,2020-01-07 05:00:00,12.324893242878844,9.477104509968386,5,1,1,0.6740525074755535
2020-01-07 06:00:00,17121.53330972685,PJM_Load,2020-01-07 06:00:00,14.581700088906455,7.016604774749357,6,1,1,0.6685646097976872
2020-01-07 07:00:00,16004.835380437711,PJM_Load,2020-01-07 07:00:00,14.49690439343171,13.577106056949829,7,1,1,0.5841570895118782
2020-01-07 08:00:00,17654.040318650936,PJM_Load,2020-01-07 08:00:00,13.18130854455783,9.619022220671818,8,1,1,0.7088150615798516
2020-01-07 09:00:00,16399.130228974198,PJM_Load,2020-01-07 09:00:00,11.374201696791802,11.11600724579503,9,1,1,0.6139605390871985
2020-01-07 10:00:00,17228.739843609514,PJM_Load,2020-01-07 10:00:00,15.585937178456836,10.522075857303928,10,1,1,0.6766679987680893
2020-01-07 11:00:00,16480.78130408395,PJM_Load,2020-01-07 11:00:00,8.006013640215206,5.188002482814554,11,1,1,0.6201322750579743
2020-01-07 12:00:00,15430.928466147496,PJM_Load,2020-01-07 12:00:00,9.35698083881331,6.6755386240663945,12,1,1,0.5407773551723021
2020-01-07 13:00:00,15054.490646274508,PJM_Load,2020-01-07 13:00:00,11.617713290595876,9.891554575468,13,1,1,0.5123236596080043
2020-01-07 14:00:00,14695.31376355512,PJM_Load,2020-01-07 14:00:00,12.030681258957992,13.057675779780926,14,1,1,0.48517466145983934
2020-01-07 15:00:00,14828.692448129168,PJM_Load,2020-01-07 15:00:00,12.970667904247916,13.449612205868831,15,1,1,0.4952563171418243
2020-01-07 16:00:00,13518.661811494385,PJM_Load,2020-01-07 16:00:00,10.762399914404572,11.091095141913764,16,1,1,0.3962354139624191
2020-01-07 17:00:00,14226.825728197124,PJM_Load,2020-01-07 17:00:00,13.15705560175958,8.875125578805486,17,1,1,0.44976319313795265
2020-01-07 18:00:00,13415.491300555035,PJM_Load,2020-01-07 18:00:00,10.04330467416884,7.461617515048166,18,1,1,0.38843709467964405
2020-01-07 19:00:00,12834.275972238578,PJM_Load,2020-01-07 19:00:00,16.324942951958235,9.34637148959565,19,1,1,0.3445049413832516
2020-01-07 20:00:00,13550.74271408259,PJM_Load,2020-01-07 20:00:00,10.191967649249722,13.881528154716625,20,1,1,0.39866030377816797
2020-01-07 21:00:00,13696.287775537305,PJM_Load,2020-01-07 21:00:00,8.516706424291485,6.639576028641075,21,1,1,0.4096615758366364
2020-01-07 22:00:00,14699.52280277754,PJM_Load,2020-01-07 22:00:00,12.404248777254743,6.656212132138916,22,1,1,0.48549280887843116
2020-01-07 23:00:00,14865.241167357644,PJM_Load,2020-01-07 23:00:00,12.955768540333292,14.844784112396963,23,1,1,0.4980189145092804
2020-01-08 00:00:00,15772.597768319732,PJM_Load,2020-01-08 00:00:00,10.111780805171463,9.632157101709872,0,2,1,0.56660301294217
2020-01-08 01:00:00,16161.571384521712,PJM_Load,2020-01-08 01:00:00,6.060307805396142,6.538953269175874,1,2,1,0.5960042480829151
2020-01-08 02:00:00,16095.455493232648,PJM_Load,2020-01-08 02:00:00,11.366963137289266,10.137036531032273,2,2,1,0.5910067655150477
2020-01-08 03:00:00,16364.602681435246,PJM_Load,2020-01-08 03:00:00,7.570613126168278,13.266096263410464,3,2,1,0.611350715434021
2020-01-08 04:00:00,17321.734583414687,PJM_Load,2020-01-08 04:00:00,11.423632636340816,5.239968612896688,4,2,1,0.6836971650096488
2020-01-08 05:00:00,17314.276236657242,PJM_Load,2020-01-08 05:00:00,12.184488417140692,5.678658966870675,5,2,1,0.6831334131312619
2020-01-08 06:00:00,17463.62080569369,PJM_Load,2020-01-08 06:00:00,8.644541803547847,14.51409975831108,6,2,1,0.6944218774597877
2020-01-08 07:00:00,17578.109219328864,PJM_Load,2020-01-08 07:00:00,14.740524681218986,12.511781233305827,7,2,1,0.7030756797486062
2020-01-08 08:00:00,16573.153801070686,PJM_Load,2020-01-08 08:00:00,12.04770612190102,6.059248066243549,8,2,1,0.6271144080133224
2020-01-08 09:00:00,17810.296257540926,PJM_Load,2020-01-08 09:00:00,10.707529146103642,6.13829202009677,9,2,1,0.7206259336032563
2020-01-08 10:00:00,16032.982838071071,PJM_Load,2020-01-08 10:00:00,14.87571939598898,8.058324280217931,10,2,1,0.5862846631724601
2020-01-08 11:00:00,15731.899021257275,PJM_Load,2020-01-08 11:00:00,12.310376823673757,10.208992627268172,11,2,1,0.5635267286327075
2020-01-08 12:00:00,14875.654469190638,PJM_Load,2020-01-08 12:00:00,10.273131203489696,12.246740522921227,12,2,1,0.4988060217140642
2020-01-08 13:00:00,14505.939564709646,PJM_Load,2020-01-08 13:00:00,8.650712206593415,9.597405956901238,13,2,1,0.47086048919229206
2020-01-08 14:00:00,14342.381926724443,PJM_Load,2020-01-08 14:00:00,13.416988762596016,6.344153304195913,14,2,1,0.45849770577160176
2020-01-08 15:00:00,14089.035469594295,PJM_Load,2020-01-08 15:00:00,8.873035784989296,10.74533767039722,15,2,1,0.4393480810981114
2020-01-08 16:00:00,13144.991794503136,PJM_Load,2020-01-08 16:00:00,14.9902249433412,9.298834981716585,16,2,1,0.36799092750629636
2020-01-08 17:00:00,13887.796732218923,PJM_Load,2020-01-08 17:00:00,14.838645905104986,6.15410846439743,17,2,1,0.4241371074213578
2020-01-08 18:00:00,12973.309808812084,PJM_Load,2020-01-08 18:00:00,15.359903048697891,9.399318918709856,18,2,1,0.3550140513880159
2020-01-08 19:00:00,13921.14538510846,PJM_Load,2020-01-08 19:00:00,11.69933111324964,13.443270214115104,19,2,1,0.4266578223089281
2020-01-08 20:00:00,14175.323136849873,PJM_Load,2020-01-08 20:00:00,7.989719531748161,5.311381299960869,20,2,1,0.4458702818054474
2020-01-08 21:00:00,14304.227198425684,PJM_Load,2020-01-08 21:00:00,9.409295238812282,7.451725148504678,21,2,1,0.45561371546553286
2020-01-08 22:00:00,14624.450101203858,PJM_Load,2020-01-08 22:00:00,6.176912228833235,10.05646016472982,22,2,1,0.4798183105071261
2020-01-08 23:00:00,14420.946739283456,PJM_Load,2020-01-08 23:00:00,12.53421733802092,14.509014103167532,23,2,1,0.46443616131619736
2020-01-09 00:00:00,15639.6160776027,PJM_Load,2020-01-09 00:00:00,11.810677687665626,9.121585672224082,0,3,1,0.5565513647189264
