Datetime,MW,Region
2020-01-07 09:00:00,16399.130228974198,PJM_Load
2020-01-07 10:00:00,17228.739843609514,PJM_Load
2020-01-07 11:00:00,16480.78130408395,PJM_Load
2020-01-07 12:00:00,15430.928466147496,PJM_Load
2020-01-07 13:00:00,15054.490646274508,PJM_Load
2020-01-07 14:00:00,14695.31376355512,PJM_Load
2020-01-07 15:00:00,14828.692448129168,PJM_Load
2020-01-07 16:00:00,13518.661811494385,PJM_Load
2020-01-07 17:00:00,14226.825728197125,PJM_Load
2020-01-07 18:00:00,13415.491300555037,PJM_Load
2020-01-07 19:00:00,12834.275972238578,PJM_Load
2020-01-07 20:00:00,13550.74271408259,PJM_Load
2020-01-07 21:00:00,13696.287775537305,PJM_Load
2020-01-07 22:00:00,14699.522802777541,PJM_Load
2020-01-07 23:00:00,14865.241167357644,PJM_Load
2020-01-08 00:00:00,15772.597768319732,PJM_Load
2020-01-08 01:00:00,16161.571384521712,PJM_Load
2020-01-08 02:00:00,16095.455493232648,PJM_Load
2020-01-08 03:00:00,16364.602681435246,PJM_Load
2020-01-08 04:00:00,17321.734583414687,PJM_Load
2020-01-08 05:00:00,17314.276236657242,PJM_Load
2020-01-08 06:00:00,17463.62080569369,PJM_Load
2020-01-08 07:00:00,17578.109219328864,PJM_Load
2020-01-08 08:00:00,16573.153801070686,PJM_Load
2020-01-08 09:00:00,17810.296257540926,PJM_Load
2020-01-08 10:00:00,16032.982838071071,PJM_Load
2020-01-08 11:00:00,15731.899021257275,PJM_Load
2020-01-08 12:00:00,14875.654469190638,PJM_Load
2020-01-08 13:00:00,14505.939564709646,PJM_Load
2020-01-08 14:00:00,14342.381926724443,PJM_Load
2020-01-08 15:00:00,14089.035469594295,PJM_Load
2020-01-08 16:00:00,13144.991794503136,PJM_Load
2020-01-08 17:00:00,13887.796732218925,PJM_Load
2020-01-08 18:00:00,12973.309808812084,PJM_Load
2020-01-08 19:00:00,13921.14538510846,PJM_Load
2020-01-08 20:00:00,14175.323136849873,PJM_Load
2020-01-08 21:00:00,14304.227198425684,PJM_Load
2020-01-08 22:00:00,14624.450101203858,PJM_Load
2020-01-08 23:00:00,14420.946739283456,PJM_Load
2020-01-09 00:00:00,15639.6160776027,PJM_Load
2020-01-09 01:00:00,16259.315215949693,PJM_Load
2020-01-09 02:00:00,15678.397418875165,PJM_Load
2020-01-09 03:00:00,16959.3036584076,PJM_Load
2020-01-09 04:00:00,17463.531642421567,PJM_Load
2020-01-09 05:00:00,17362.787779066824,PJM_Load
2020-01-09 06:00:00,16709.192990155283,PJM_Load
2020-01-09 07:00:00,16584.1130685263,PJM_Load
2020-01-09 08:00:00,17842.813180453566,PJM_Load
2020-01-09 09:00:00,16676.239498575284,PJM_Load
2020-01-09 10:00:00,16741.442965694194,PJM_Load
2020-01-09 11:00:00,15929.23568851405,PJM_Load
2020-01-09 12:00:00,14860.08936027287,PJM_Load
2020-01-09 13:00:00,14467.49477992853,PJM_Load
2020-01-09 14:00:00,15154.58108469752,PJM_Load
2020-01-09 15:00:00,14175.077776821805,PJM_Load
2020-01-09 16:00:00,14424.260228999117,PJM_Load
2020-01-09 17:00:00,13691.624863170784,PJM_Load
2020-01-09 18:00:00,14283.967546508366,PJM_Load
2020-01-09 19:00:00,13530.580242798846,PJM_Load
2020-01-09 20:00:00,13749.835744959604,PJM_Load
2020-01-09 21:00:00,14065.140696083037,PJM_Load
2020-01-09 22:00:00,14202.508641083903,PJM_Load
2020-01-09 23:00:00,15133.758225614492,PJM_Load
2020-01-10 00:00:00,15515.181353602082,PJM_Load
2020-01-10 01:00:00,16246.591009368132,PJM_Load
2020-01-10 02:00:00,16336.130388430825,PJM_Load
2020-01-10 03:00:00,16849.550661834543,PJM_Load
2020-01-10 04:00:00,16322.59073061576,PJM_Load
2020-01-10 05:00:00,16931.09727305022,PJM_Load
2020-01-10 06:00:00,17377.22096120377,PJM_Load
2020-01-10 07:00:00,17914.983537769927,PJM_Load
2020-01-10 08:00:00,16309.395576616636,PJM_Load
2020-01-10 09:00:00,17688.446794194675,PJM_Load
2020-01-10 10:00:00,16515.475108174636,PJM_Load
2020-01-10 11:00:00,15233.005507081312,PJM_Load
2020-01-10 12:00:00,15814.672355103503,PJM_Load
2020-01-10 13:00:00,14437.64319019789,PJM_Load
2020-01-10 14:00:00,15846.32512090084,PJM_Load
2020-01-10 15:00:00,14160.83848611444,PJM_Load
2020-01-10 16:00:00,13906.869831591768,PJM_Load
2020-01-10 17:00:00,13990.284145482587,PJM_Load
2020-01-10 18:00:00,13652.668777873294,PJM_Load
2020-01-10 19:00:00,13633.783311900119,PJM_Load
2020-01-10 20:00:00,13786.035015112086,PJM_Load
2020-01-10 21:00:00,12904.435179149277,PJM_Load
2020-01-10 22:00:00,14770.195899375118,PJM_Load
2020-01-10 23:00:00,15110.260531960434,PJM_Load
2020-01-11 00:00:00,14947.440231319857,PJM_Load
2020-01-11 01:00:00,15891.589114653025,PJM_Load
2020-01-11 02:00:00,16371.315251100943,PJM_Load
2020-01-11 03:00:00,17369.522602835492,PJM_Load
2020-01-11 04:00:00,17140.244438048227,PJM_Load
2020-01-11 05:00:00,18391.840812513357,PJM_Load
2020-01-11 06:00:00,17672.33310358904,PJM_Load
2020-01-11 07:00:00,17461.216176178375,PJM_Load
2020-01-11 08:00:00,17219.49018089629,PJM_Load
2020-01-11 09:00:00,16966.0284750133,PJM_Load
2020-01-11 10:00:00,17033.282836979877,PJM_Load
2020-01-11 11:00:00,15823.075446291941,PJM_Load
2020-01-11 12:00:00,14995.42372746477,PJM_Load
2020-01-11 13:00:00,16013.621986449274,PJM_Load
2020-01-11 14:00:00,13984.0555682879,PJM_Load
2020-01-11 15:00:00,14175.740728685148,PJM_Load
2020-01-11 16:00:00,14246.658947257527,PJM_Load
2020-01-11 17:00:00,13957.079078122448,PJM_Load
2020-01-11 18:00:00,13656.763327892228,PJM_Load
2020-01-11 19:00:00,14080.356455056224,PJM_Load
2020-01-11 20:00:00,13672.510960529127,PJM_Load
2020-01-11 21:00:00,14314.382568565814,PJM_Load
2020-01-11 22:00:00,14243.523873432889,PJM_Load
2020-01-11 23:00:00,15488.01910540419,PJM_Load
2020-01-12 00:00:00,15572.01682857276,PJM_Load
2020-01-12 01:00:00,16296.615209663805,PJM_Load
2020-01-12 02:00:00,17323.13624581427,PJM_Load
2020-01-12 03:00:00,17335.08458143444,PJM_Load
2020-01-12 04:00:00,18300.23058411377,PJM_Load
2020-01-12 05:00:00,16716.000565213606,PJM_Load
2020-01-12 06:00:00,17972.86535074136,PJM_Load
2020-01-12 07:00:00,17837.119031940638,PJM_Load
2020-01-12 08:00:00,18129.33568942162,PJM_Load
2020-01-12 09:00:00,17134.84713083677,PJM_Load
2020-01-12 10:00:00,16310.7670889159,PJM_Load
2020-01-12 11:00:00,16393.446651090606,PJM_Load
2020-01-12 12:00:00,15939.937382604408,PJM_Load
2020-01-12 13:00:00,15892.997500244142,PJM_Load
2020-01-12 14:00:00,14338.184204921432,PJM_Load
2020-01-12 15:00:00,14251.267591168698,PJM_Load
2020-01-12 16:00:00,14075.172520043961,PJM_Load
2020-01-12 17:00:00,13218.114818760347,PJM_Load
2020-01-12 18:00:00,13681.351922415493,PJM_Load
2020-01-12 19:00:00,13009.08197322273,PJM_Load
2020-01-12 20:00:00,14275.774562768858,PJM_Load
2020-01-12 21:00:00,13836.45121591514,PJM_Load
2020-01-12 22:00:00,14965.518514107174,PJM_Load
2020-01-12 23:00:00,13947.613398938973,PJM_Load
2020-01-13 00:00:00,14943.652540395215,PJM_Load
2020-01-13 01:00:00,16027.351167904008,PJM_Load
2020-01-13 02:00:00,16660.047043722854,PJM_Load
2020-01-13 03:00:00,16914.76371135893,PJM_Load
2020-01-13 04:00:00,17090.261850821065,PJM_Load
2020-01-13 05:00:00,17469.438060428,PJM_Load
2020-01-13 06:00:00,17627.092149274,PJM_Load
2020-01-13 07:00:00,17666.157579345392,PJM_Load
2020-01-13 08:00:00,17937.496121780627,PJM_Load
2020-01-13 09:00:00,16459.872973070866,PJM_Load
2020-01-13 10:00:00,17243.304793910578,PJM_Load
2020-01-13 11:00:00,16808.352800338715,PJM_Load
2020-01-13 12:00:00,15527.126108372939,PJM_Load
2020-01-13 13:00:00,15545.22679824481,PJM_Load
2020-01-13 14:00:00,14629.80840416753,PJM_Load
2020-01-13 15:00:00,13896.792544322117,PJM_Load
2020-01-13 16:00:00,13525.445919013775,PJM_Load
2020-01-13 17:00:00,13854.09362203178,PJM_Load
2020-01-13 18:00:00,13703.080022231847,PJM_Load
2020-01-13 19:00:00,14170.326556409887,PJM_Load
2020-01-13 20:00:00,13400.539866229541,PJM_Load
2020-01-13 21:00:00,14685.161021794725,PJM_Load
2020-01-13 22:00:00,15337.005705214,PJM_Load
2020-01-13 23:00:00,15426.50950446993,PJM_Load
2020-01-14 00:00:00,15430.735855667912,PJM_Load
2020-01-14 01:00:00,16738.299513286296,PJM_Load
2020-01-14 02:00:00,16388.840274443795,PJM_Load
2020-01-14 03:00:00,16661.795136809742,PJM_Load
2020-01-14 04:00:00,17378.024947565184,PJM_Load
2020-01-14 05:00:00,18351.585127345617,PJM_Load
2020-01-14 06:00:00,17804.74480303595,PJM_Load
2020-01-14 07:00:00,17934.886791471377,PJM_Load
2020-01-14 08:00:00,17666.73332638615,PJM_Load
2020-01-14 09:00:00,16353.962402203271,PJM_Load
2020-01-14 10:00:00,17099.09767569933,PJM_Load
2020-01-14 11:00:00,16975.87826415212,PJM_Load
2020-01-14 12:00:00,15793.937180866074,PJM_Load
2020-01-14 13:00:00,14861.838883488828,PJM_Load
2020-01-14 14:00:00,14265.596325472265,PJM_Load
2020-01-14 15:00:00,14615.252042056192,PJM_Load
2020-01-14 16:00:00,13972.726378631327,PJM_Load
2020-01-14 17:00:00,13258.831463501312,PJM_Load
2020-01-14 18:00:00,14598.991020092166,PJM_Load
2020-01-14 19:00:00,13930.021880339167,PJM_Load
2020-01-14 20:00:00,14824.911795153545,PJM_Load
2020-01-14 21:00:00,14017.452896036048,PJM_Load
2020-01-14 22:00:00,14467.410617466694,PJM_Load
2020-01-14 23:00:00,14228.137544370175,PJM_Load
2020-01-15 00:00:00,16277.59947933714,PJM_Load
2020-01-15 01:00:00,16650.922876601166,PJM_Load
2020-01-15 02:00:00,17485.387387628,PJM_Load
2020-01-15 03:00:00,17168.430633556476,PJM_Load
2020-01-15 04:00:00,17279.042897009487,PJM_Load
2020-01-15 05:00:00,17948.704810288004,PJM_Load
2020-01-15 06:00:00,17944.48943922318,PJM_Load
2020-01-15 07:00:00,17715.9402537923,PJM_Load
2020-01-15 08:00:00,17758.781321237657,PJM_Load
2020-01-15 09:00:00,16804.378837159962,PJM_Load
2020-01-15 10:00:00,16357.292324626249,PJM_Load
2020-01-15 11:00:00,15709.328416828237,PJM_Load
2020-01-15 12:00:00,16199.755334961137,PJM_Load
2020-01-15 13:00:00,15368.234815046528,PJM_Load
2020-01-15 14:00:00,15673.139203943043,PJM_Load
2020-01-15 15:00:00,14562.163027533044,PJM_Load
2020-01-15 16:00:00,13346.901663282624,PJM_Load
2020-01-15 17:00:00,13386.718038918065,PJM_Load
2020-01-15 18:00:00,13275.891782858982,PJM_Load
2020-01-15 19:00:00,13211.335538935258,PJM_Load
2020-01-15 20:00:00,14250.812399981594,PJM_Load
2020-01-15 21:00:00,14425.052434901025,PJM_Load
2020-01-15 22:00:00,14090.3323676216,PJM_Load
2020-01-15 23:00:00,15589.405252445782,PJM_Load
2020-01-16 00:00:00,15812.840880508295,PJM_Load
2020-01-16 01:00:00,16132.435354478213,PJM_Load
2020-01-16 02:00:00,16698.680163376295,PJM_Load
2020-01-16 03:00:00,17195.368344960854,PJM_Load
2020-01-16 04:00:00,16660.21797875872,PJM_Load
2020-01-16 05:00:00,17968.31547973644,PJM_Load
2020-01-16 06:00:00,17590.470250624283,PJM_Load
2020-01-16 07:00:00,17833.109087213474,PJM_Load
2020-01-16 08:00:00,18227.94532013117,PJM_Load
2020-01-16 09:00:00,17536.918107417685,PJM_Load
2020-01-16 10:00:00,16442.00138090984,PJM_Load
2020-01-16 11:00:00,15523.429251955267,PJM_Load
2020-01-16 12:00:00,15742.50130514966,PJM_Load
2020-01-16 13:00:00,16087.571921562307,PJM_Load
2020-01-16 14:00:00,14279.819291235724,PJM_Load
2020-01-16 15:00:00,14856.819806830497,PJM_Load
2020-01-16 16:00:00,14679.091469036994,PJM_Load
2020-01-16 17:00:00,13646.79551674516,PJM_Load
2020-01-16 18:00:00,13069.230695884668,PJM_Load
2020-01-16 19:00:00,14097.388913640852,PJM_Load
2020-01-16 20:00:00,13851.7288417548,PJM_Load
2020-01-16 21:00:00,14341.209044857384,PJM_Load
2020-01-16 22:00:00,14972.46455089035,PJM_Load
2020-01-16 23:00:00,15192.77995478047,PJM_Load
2020-01-17 00:00:00,16082.770713259182,PJM_Load
2020-01-17 01:00:00,15915.86528030803,PJM_Load
2020-01-17 02:00:00,16776.35288175914,PJM_Load
2020-01-17 03:00:00,17597.15952092491,PJM_Load
2020-01-17 04:00:00,15996.068756019069,PJM_Load
2020-01-17 05:00:00,17776.809256673016,PJM_Load
2020-01-17 06:00:00,18457.537920272913,PJM_Load
2020-01-17 07:00:00,17692.603803675524,PJM_Load
2020-01-17 08:00:00,17929.208021608676,PJM_Load
2020-01-17 09:00:00,16890.408842368874,PJM_Load
2020-01-17 10:00:00,16332.659152687182,PJM_Load
2020-01-17 11:00:00,16174.400288560942,PJM_Load
2020-01-17 12:00:00,16324.590610727435,PJM_Load
2020-01-17 13:00:00,15297.784436919133,PJM_Load
2020-01-17 14:00:00,14527.27444030848,PJM_Load
2020-01-17 15:00:00,14274.614765212564,PJM_Load
2020-01-17 16:00:00,14009.26158095116,PJM_Load
2020-01-17 17:00:00,12748.793806078711,PJM_Load
2020-01-17 18:00:00,13671.174365104502,PJM_Load
2020-01-17 19:00:00,14586.810176821975,PJM_Load
2020-01-17 20:00:00,13533.306681493807,PJM_Load
2020-01-17 21:00:00,14288.542322351352,PJM_Load
2020-01-17 22:00:00,14636.973169210232,PJM_Load
2020-01-17 23:00:00,14859.195673080852,PJM_Load
2020-01-18 00:00:00,15864.783442988944,PJM_Load
2020-01-18 01:00:00,17270.119531094137,PJM_Load
2020-01-18 02:00:00,17210.179402295762,PJM_Load
2020-01-18 03:00:00,17454.596868885626,PJM_Load
2020-01-18 04:00:00,16534.70155303878,PJM_Load
2020-01-18 05:00:00,18029.012083269936,PJM_Load
2020-01-18 06:00:00,18665.92609769861,PJM_Load
2020-01-18 07:00:00,17872.366744483315,PJM_Load
2020-01-18 08:00:00,16890.130647943057,PJM_Load
2020-01-18 09:00:00,17226.421792677484,PJM_Load
2020-01-18 10:00:00,18101.322128207088,PJM_Load
2020-01-18 11:00:00,16205.292094065917,PJM_Load
2020-01-18 12:00:00,17001.8057877293,PJM_Load
2020-01-18 13:00:00,15679.520011498515,PJM_Load
2020-01-18 14:00:00,15301.73510953588,PJM_Load
2020-01-18 15:00:00,14560.482833771612,PJM_Load
2020-01-18 16:00:00,14165.635410475215,PJM_Load
2020-01-18 17:00:00,14288.06533817035,PJM_Load
2020-01-18 18:00:00,13617.581117551876,PJM_Load
2020-01-18 19:00:00,13514.42010676559,PJM_Load
2020-01-18 20:00:00,13871.323965218386,PJM_Load
2020-01-18 21:00:00,14496.31331837697,PJM_Load
2020-01-18 22:00:00,15401.980808217138,PJM_Load
2020-01-18 23:00:00,14887.04643692356,PJM_Load
2020-01-19 00:00:00,16729.509191728306,PJM_Load
2020-01-19 01:00:00,16072.145254520514,PJM_Load
2020-01-19 02:00:00,16310.195766255516,PJM_Load
2020-01-19 03:00:00,16460.319115686827,PJM_Load
2020-01-19 04:00:00,16735.869211059664,PJM_Load
2020-01-19 05:00:00,17707.956884930696,PJM_Load
2020-01-19 06:00:00,17663.0973688329,PJM_Load
2020-01-19 07:00:00,17790.339265585604,PJM_Load
2020-01-19 08:00:00,17560.359810307233,PJM_Load
2020-01-19 09:00:00,18168.653107883812,PJM_Load
2020-01-19 10:00:00,16712.617623716873,PJM_Load
2020-01-19 11:00:00,16287.200130365045,PJM_Load
2020-01-19 12:00:00,16137.73308056429,PJM_Load
2020-01-19 13:00:00,15387.940706131392,PJM_Load
2020-01-19 14:00:00,15636.789486154366,PJM_Load
2020-01-19 15:00:00,14856.763843839373,PJM_Load
2020-01-19 16:00:00,14433.982751054242,PJM_Load
2020-01-19 17:00:00,13549.012397482398,PJM_Load
2020-01-19 18:00:00,14722.721253331863,PJM_Load
2020-01-19 19:00:00,15092.158432058093,PJM_Load
2020-01-19 20:00:00,13772.36475797002,PJM_Load
2020-01-19 21:00:00,14754.833454090836,PJM_Load
2020-01-19 22:00:00,15220.263643114053,PJM_Load
2020-01-19 23:00:00,15512.069914407859,PJM_Load
2020-01-20 00:00:00,15970.094499435058,PJM_Load
2020-01-20 01:00:00,15832.668784921058,PJM_Load
2020-01-20 02:00:00,17424.228795898955,PJM_Load
2020-01-20 03:00:00,18137.25001903167,PJM_Load
2020-01-20 04:00:00,18142.911401809408,PJM_Load
2020-01-20 05:00:00,17301.42327431696,PJM_Load
2020-01-20 06:00:00,17624.78232199142,PJM_Load
2020-01-20 07:00:00,17367.397040471256,PJM_Load
2020-01-20 08:00:00,17776.432066140664,PJM_Load
2020-01-20 09:00:00,17860.372765272103,PJM_Load
2020-01-20 10:00:00,16983.947320295054,PJM_Load
2020-01-20 11:00:00,17273.66680012003,PJM_Load
2020-01-20 12:00:00,17005.142672416754,PJM_Load
2020-01-20 13:00:00,15068.529981902944,PJM_Load
2020-01-20 14:00:00,14631.095939968922,PJM_Load
2020-01-20 15:00:00,15442.93743383522,PJM_Load
2020-01-20 16:00:00,14949.231036376848,PJM_Load
2020-01-20 17:00:00,14277.519659374077,PJM_Load
2020-01-20 18:00:00,14738.311164701141,PJM_Load
2020-01-20 19:00:00,13564.376898455379,PJM_Load
2020-01-20 20:00:00,13913.811612149386,PJM_Load
2020-01-20 21:00:00,15164.147464999214,PJM_Load
2020-01-20 22:00:00,14777.876036773714,PJM_Load
2020-01-20 23:00:00,14798.81175105423,PJM_Load
2020-01-21 00:00:00,15961.186012907947,PJM_Load
2020-01-21 01:00:00,16081.679268666376,PJM_Load
2020-01-21 02:00:00,16541.212733560962,PJM_Load
2020-01-21 03:00:00,18643.430748403705,PJM_Load
2020-01-21 04:00:00,17643.795123917585,PJM_Load
2020-01-21 05:00:00,18011.18658282924,PJM_Load
2020-01-21 06:00:00,18667.560061160977,PJM_Load
2020-01-21 07:00:00,18100.026919304022,PJM_Load
2020-01-21 08:00:00,17682.209248790077,PJM_Load
2020-01-21 09:00:00,18009.713735277404,PJM_Load
2020-01-21 10:00:00,16319.403363459476,PJM_Load
2020-01-21 11:00:00,16600.169994342206,PJM_Load
2020-01-21 12:00:00,16212.924043470124,PJM_Load
2020-01-21 13:00:00,15657.17248436618,PJM_Load
2020-01-21 14:00:00,15707.467207358133,PJM_Load
2020-01-21 15:00:00,14320.416466621158,PJM_Load
2020-01-21 16:00:00,13929.273460276454,PJM_Load
2020-01-21 17:00:00,13871.503244215348,PJM_Load
2020-01-21 18:00:00,13738.442500416912,PJM_Load
